year,round,driver,percThrottle,maxSpeed
2020,15,4,0.6465753424657534,322
2020,15,3,0.6401098901098901,324
2020,15,31,0.6236263736263736,326
2020,15,26,0.673972602739726,324
2020,15,10,0.6465753424657534,322
2020,15,7,0.6297297297297297,327
2020,15,99,0.6205962059620597,325
2020,15,20,0.6155913978494624,323
2020,15,6,0.6283422459893048,325
2020,16,63,0.7104072398190046,325
2020,16,77,0.6923076923076923,328
2020,16,5,0.6964285714285714,326
2020,16,16,0.7058823529411765,327
2020,16,33,0.7013574660633484,322
2020,16,23,0.6905829596412556,320
2020,16,55,0.6877828054298643,327
2020,16,4,0.668141592920354,324
2020,16,3,0.6636771300448431,331
2020,16,31,0.6607142857142857,331
2020,16,26,0.6787330316742082,329
2020,16,10,0.6771300448430493,330
2020,16,7,0.68,324
2020,16,99,0.6622222222222223,330
2020,16,20,0.6696428571428571,336
2020,16,6,0.6488888888888888,336
2020,17,63,0.5361596009975063,324
2020,17,77,0.5974358974358974,323
2020,17,5,0.6045340050377834,320
2020,17,16,0.5989847715736041,320
2020,17,33,0.6020408163265306,321
2020,17,23,0.5710659898477157,323
2020,17,55,0.583756345177665,324
2020,17,4,0.5892857142857143,325
2020,17,3,0.5707070707070707,326
2020,17,31,0.5378787878787878,325
2020,17,26,0.5989847715736041,319
2020,17,10,0.5862944162436549,321
2020,17,7,0.555,330
2020,17,99,0.5632754342431762,323
2020,17,20,0.5696517412935324,325
2020,17,6,0.5409429280397022,328
2021,1,44,0.6327077747989276,314
2021,1,77,0.6219839142091153,312
2021,1,11,0.616,310
2021,1,3,0.606951871657754,315
2021,1,4,0.6016042780748663,316
2021,1,5,0.599476439790576,318
2021,1,14,0.6276595744680851,314
2021,1,31,0.5800524934383202,318
2021,1,16,0.6470588235294118,316
2021,1,55,0.6426666666666667,314
2021,1,10,0.6106666666666667,318
2021,1,9,0.5695876288659794,325
2021,1,63,0.5449871465295629,313
2021,1,6,0.5916230366492147,319
2021,2,44,0.7272727272727273,322
2021,2,77,0.7307692307692307,319
2021,2,11,0.7119741100323624,323
2021,2,3,0.7459807073954984,324
2021,2,4,0.7064516129032258,320
2021,2,5,0.7070063694267515,321
2021,2,14,0.7165605095541401,327
2021,2,31,0.717948717948718,325
2021,2,16,0.752411575562701,320
2021,2,55,0.7307692307692307,321
2021,2,10,0.7243589743589743,322
2021,2,9,0.6635220125786163,324
2021,2,63,0.6955128205128205,327
2021,2,6,0.6910828025477707,324
2021,3,44,0.6153846153846154,317
2021,3,77,0.6111111111111112,314
2021,3,11,0.5920245398773006,315
2021,3,3,0.6054216867469879,317
2021,3,4,0.6055045871559633,315
2021,3,5,0.595166163141994,323
2021,3,14,0.5891238670694864,319
2021,3,31,0.5835866261398176,320
2021,3,16,0.6128048780487805,314
2021,3,55,0.6128048780487805,315
2021,3,10,0.601823708206687,315
2021,3,9,0.5625,316
2021,3,63,0.5835866261398176,326
2021,3,6,0.5778443113772455,321
2021,4,44,0.6363636363636364,316
2021,4,77,0.6426332288401254,316
2021,4,11,0.6346749226006192,318
2021,4,3,0.6099071207430341,318
2021,4,4,0.6049382716049383,315
2021,4,5,0.5975232198142415,323
2021,4,14,0.6104294478527608,319
2021,4,31,0.5789473684210527,320
2021,4,16,0.639751552795031,318
2021,4,55,0.6428571428571429,315
2021,4,10,0.6160990712074303,313
2021,4,9,0.5212121212121212,326
2021,4,63,0.5775075987841946,315
2021,4,6,0.5792682926829268,321
2021,5,44,0.44932432432432434,289
2021,5,77,0.4489795918367347,288
2021,5,11,0.4478114478114478,287
2021,5,3,0.4161073825503356,290
2021,5,4,0.43197278911564624,286
2021,5,5,0.42424242424242425,288
2021,5,14,0.43478260869565216,289
2021,5,31,0.42424242424242425,289
2021,5,16,0.45051194539249145,287
2021,5,55,0.4421768707482993,288
2021,5,10,0.4542372881355932,286
2021,5,9,0.38283828382838286,287
2021,5,63,0.44481605351170567,290
2021,5,6,0.4266666666666667,291
2021,6,44,0.6202830188679245,334
2021,6,77,0.627039627039627,324
2021,6,11,0.6217494089834515,329
2021,6,3,0.6051401869158879,326
2021,6,4,0.624113475177305,325
2021,6,5,0.6032863849765259,327
2021,6,14,0.6282352941176471,334
2021,6,31,0.6032863849765259,333
2021,6,16,0.6238095238095238,333
2021,6,55,0.6232227488151659,327
2021,6,10,0.6288416075650118,329
2021,6,9,0.5866050808314087,326
2021,6,63,0.6135831381733021,328
2021,6,6,0.0,0
2021,7,44,0.616,325
2021,7,77,0.6090425531914894,327
2021,7,11,0.6074270557029178,328
2021,7,3,0.6167979002624672,326
2021,7,4,0.6078947368421053,326
2021,7,5,0.5853018372703412,325
2021,7,14,0.6131578947368421,328
2021,7,31,0.6026315789473684,328
2021,7,16,0.6279683377308707,325
2021,7,55,0.6286472148541115,325
2021,7,10,0.6200527704485488,325
2021,7,9,0.5475578406169666,325
2021,7,63,0.6047120418848168,327
2021,7,6,0.5751295336787565,328
2021,8,44,0.7094339622641509,318
2021,8,77,0.7218045112781954,319
2021,8,11,0.6992481203007519,320
2021,8,3,0.6814814814814815,321
2021,8,4,0.706766917293233,323
2021,8,5,0.6925925925925925,315
2021,8,14,0.7201492537313433,322
2021,8,31,0.6900369003690037,317
2021,8,16,0.7276119402985075,316
2021,8,55,0.7100371747211895,314
2021,8,10,0.7191011235955056,322
2021,8,9,0.6654545454545454,318
2021,8,63,0.6840148698884758,322
2021,8,6,0.6703703703703704,322
2021,9,44,0.7218045112781954,314
2021,9,77,0.7218045112781954,315
2021,9,11,0.7094339622641509,322
2021,9,3,0.7063197026022305,318
2021,9,4,0.7045454545454546,321
2021,9,5,0.7191011235955056,320
2021,9,14,0.7222222222222222,318
2021,9,31,0.6777777777777778,315
2021,9,16,0.7100371747211895,316
2021,9,55,0.7174721189591078,317
2021,9,10,0.720754716981132,322
2021,9,9,0.656934306569343,317
2021,9,63,0.6828358208955224,324
2021,9,6,0.6777777777777778,321
2021,10,44,0.6815642458100558,325
2021,10,77,0.7091412742382271,320
2021,10,11,0.7008310249307479,323
2021,10,3,0.6897506925207756,323
2021,10,4,0.7091412742382271,322
2021,10,5,0.6730769230769231,324
2021,10,14,0.7071823204419889,325
2021,10,31,0.6639118457300276,325
2021,10,16,0.6933701657458563,324
2021,10,55,0.6942148760330579,321
2021,10,10,0.6914600550964187,324
2021,10,9,0.6370967741935484,327
2021,10,63,0.6831955922865014,322
2021,10,6,0.6757493188010899,323
2021,11,44,0.5668789808917197,312
2021,11,77,0.5414012738853503,310
2021,11,11,0.5579937304075235,308
2021,11,3,0.5345911949685535,314
2021,11,4,0.5408805031446541,312
2021,11,5,0.54858934169279,311
2021,11,14,0.5566037735849056,308
2021,11,31,0.5517241379310345,308
2021,11,16,0.550314465408805,311
2021,11,55,0.5236593059936908,314
2021,11,10,0.5488958990536278,309
2021,11,9,0.4801223241590214,319
2021,11,63,0.5507692307692308,310
2021,11,6,0.5493827160493827,314
2021,12,44,0.4839357429718876,310
2021,12,77,0.4645669291338583,312
2021,12,11,0.47337278106508873,309
2021,12,3,0.48906560636182905,307
2021,12,4,0.549792531120332,314
2021,12,5,0.47410358565737054,306
2021,12,14,0.540650406504065,314
2021,12,31,0.49317738791423,303
2021,12,16,0.5132924335378323,309
2021,12,55,0.5306122448979592,313
2021,12,10,0.49206349206349204,312
2021,12,9,0.4373795761078998,304
2021,12,63,0.5250501002004008,304
2021,12,6,0.5213849287169042,313
2021,13,44,0.6167247386759582,316
2021,13,77,0.6354166666666666,314
2021,13,11,0.590443686006826,311
2021,13,3,0.6164383561643836,312
2021,13,4,0.608843537414966,308
2021,13,5,0.5850340136054422,311
2021,13,14,0.6219931271477663,314
2021,13,31,0.6082474226804123,313
2021,13,16,0.6366782006920415,308
2021,13,55,0.6366782006920415,309
2021,13,10,0.6401384083044983,309
2021,13,9,0.57,312
2021,13,63,0.6075085324232082,311
2021,13,6,0.5757575757575758,311
2021,14,44,0.7673716012084593,338
2021,14,77,0.7764350453172205,338
2021,14,11,0.7529761904761905,330
2021,14,3,0.7469879518072289,338
2021,14,4,0.7710843373493976,337
2021,14,5,0.755223880597015,335
2021,14,14,0.7529761904761905,341
2021,14,31,0.7232142857142857,340
2021,14,16,0.764179104477612,335
2021,14,55,0.7634730538922155,335
2021,14,10,0.7567567567567568,332
2021,14,9,0.6918604651162791,342
2021,14,63,0.7366863905325444,343
2021,14,6,0.7155425219941349,336
2021,15,44,0.5416666666666666,302
2021,15,77,0.5389908256880734,297
2021,15,11,0.545662100456621,302
2021,15,3,0.5486111111111112,295
2021,15,4,0.5815602836879432,296
2021,15,5,0.5158371040723982,299
2021,15,14,0.5648148148148148,299
2021,15,31,0.5034168564920274,297
2021,15,16,0.5088888888888888,298
2021,15,55,0.5751173708920188,293
2021,15,10,0.5304740406320542,301
2021,15,9,0.346723044397463,313
2021,15,63,0.5677570093457944,303
2021,15,6,0.4577777777777778,303
2021,16,44,0.672463768115942,321
2021,16,77,0.6627906976744186,324
2021,16,11,0.6685878962536023,318
2021,16,3,0.6348314606741573,319
2021,16,4,0.6522988505747126,319
2021,16,5,0.6581196581196581,320
2021,16,14,0.6907514450867052,320
2021,16,31,0.6317280453257791,327
2021,16,16,0.6734104046242775,323
2021,16,55,0.6288951841359773,320
2021,16,10,0.6791907514450867,321
2021,16,9,0.5667574931880109,328
2021,16,63,0.6610169491525424,316
2021,16,6,0.6267409470752089,330
2021,17,44,0.5788113695090439,324
2021,17,77,0.583547557840617,323
2021,17,11,0.6082474226804123,319
2021,17,3,0.558974358974359,323
2021,17,4,0.5728900255754475,323
2021,17,5,0.5050505050505051,320
2021,17,14,0.4226327944572748,314
2021,17,31,0.5555555555555556,330
2021,17,16,0.5886889460154242,323
2021,17,55,0.5933503836317136,322
2021,17,10,0.5754475703324808,323
2021,17,9,0.5248756218905473,320
2021,17,63,0.5440806045340051,322
2021,17,6,0.5525,319
2021,18,44,0.4666666666666667,348
2021,18,77,0.5095541401273885,346
2021,18,11,0.5173501577287066,338
2021,18,3,0.47648902821316613,353
2021,18,4,0.19900497512437812,332
2021,18,5,0.48297213622291024,346
2021,18,14,0.48773006134969327,343
2021,18,31,0.450920245398773,341
2021,18,16,0.46875,347
2021,18,55,0.45454545454545453,346
2021,18,10,0.49842271293375395,351
2021,18,9,0.41033434650455924,343
2021,18,63,0.47692307692307695,345
2021,18,6,0.45871559633027525,345
2021,19,44,0.6312056737588653,325
2021,19,77,0.6175438596491228,323
2021,19,11,0.6408450704225352,324
2021,19,3,0.6202090592334495,323
2021,19,4,0.6013986013986014,326
2021,19,5,0.6089965397923875,321
2021,19,14,0.6319444444444444,323
2021,19,31,0.6076388888888888,324
2021,19,16,0.6083916083916084,325
2021,19,55,0.6048951048951049,324
2021,19,10,0.6105263157894737,322
2021,19,9,0.5699658703071673,325
2021,19,63,0.6013745704467354,322
2021,19,6,0.6116838487972509,323
2021,20,44,0.7091988130563798,319
2021,20,77,0.665680473372781,321
2021,20,11,0.6900584795321637,319
2021,20,3,0.6802325581395349,324
2021,20,4,0.6705882352941176,327
2021,20,5,0.6540697674418605,323
2021,20,14,0.7088235294117647,327
2021,20,31,0.7017543859649122,325
2021,20,16,0.6783625730994152,324
2021,20,55,0.6920821114369502,323
2021,20,10,0.6893491124260355,321
2021,20,9,0.5798319327731093,335
2021,20,63,0.6530612244897959,321
2021,20,6,0.6695652173913044,329
2021,21,44,0.6923076923076923,325
2021,21,77,0.7616438356164383,323
2021,21,11,0.7726027397260274,323
2021,21,3,0.7405405405405405,325
2021,21,4,0.7486338797814208,320
2021,21,5,0.7277628032345014,321
2021,21,14,0.7654986522911051,321
2021,21,31,0.7479674796747967,322
2021,21,16,0.7520435967302452,327
2021,21,55,0.3559322033898305,312
2021,21,10,0.7622950819672131,321
2021,21,9,0.699468085106383,325
2021,21,63,0.7231182795698925,324
2021,21,6,0.7621621621621621,320
2021,22,44,0.6432748538011696,321
2021,22,77,0.6666666666666666,321
2021,22,11,0.6695652173913044,328
2021,22,3,0.654178674351585,322
2021,22,4,0.6463768115942029,322
2021,22,5,0.6571428571428571,318
2021,22,14,0.659942363112392,325
2021,22,31,0.6551724137931034,326
2021,22,16,0.6763005780346821,324
2021,22,55,0.6589595375722543,323
2021,22,10,0.6514285714285715,323
2021,22,9,0.6330532212885154,326
2021,22,63,0.6381766381766382,324
2021,22,6,0.6552706552706553,324
2022,1,63,0.6119402985074627,312
2022,1,44,0.6358208955223881,315
2022,1,1,0.6160714285714286,322
2022,1,11,0.6261127596439169,323
2022,1,16,0.6447761194029851,318
2022,1,55,0.6196319018404908,317
2022,1,3,0.6260869565217392,311
2022,1,4,0.6080691642651297,314
2022,1,14,0.6122448979591837,321
2022,1,10,0.6070381231671554,316
2022,1,6,0.5632183908045977,320
2022,1,77,0.6301775147928994,316
2022,1,24,0.5826330532212886,315
2022,1,20,0.6,320
